Source	Target
ARID1B	MED13L
ARID1B	ARID2
ARID1B	NF1
ARID1B	KDM6A
ARID1B	SMARCA2
ARID1B	MBD5
ARID1B	PBRM1
ARID1B	GAS7
ARID1B	BRAF
ARID1B	SCN2A
ARID1B	HNRNPU
ARID2	MACROD2
ARID2	ELF1
ARID2	FUS
ARID2	NIPBL
ARID2	KAT6B
ARID2	PUM2
ARID2	RPS6KA3
ARID2	NCOA1
ARID2	KDM6A
ARID2	BRAF
ARID2	NF1
ARID2	SMARCA2
ARID2	PBRM1
ARL15	PTP4A2
ARL6IP1	RPL18A
ARL6IP1	SEC61B
ARL6IP1	EDF1
ARL6IP1	RPL19
ARL6IP1	FANCE
ARL6IP1	RPS12
ARL6IP1	RPS4Y1
ARL6IP1	EEFSEC
ARL6IP1	RSAD1
ARL6IP1	RPL35
ARL6IP1	RPL8
ARL6IP1	RPL3L
ARL6IP1	RPS11
ARL6IP1	RPS27A
ARL6IP1	RPL37
ARL6IP1	RPS3
ARL6IP1	PARP8
ARL6IP1	EIF5B
ARL6IP1	CCDC105
ARL6IP1	MRNIP
ARL6IP1	RPL29
ARL6IP1	EIF5A2
ARL6IP1	RPS23
ARL6IP1	RPL10L
ARL6IP1	MED1
ARL6IP1	KDM6A
ARL6IP1	DDHD1
ARL6IP1	NACA2
ARL6IP1	NACA
ARL6IP1	SELENOP
ARL6IP1	IFRD2
ARL6IP1	DAPL1
ARL6IP1	GAGE12G
ARL6IP1	GAGE12C
ARL6IP1	GAGE10
ARL6IP1	GAGE12E
ARL6IP1	GAGE1
ARL6IP1	GAGE2E
ARL6IP1	GAGE12F
ARL6IP1	GAGE13
ARL6IP1	GAGE2A
ARL6IP1	GAGE12J
ARL6IP1	GAGE12D
ARL6IP1	GAGE12H
ARL6IP1	H3BN98_HUMAN
ARL6IP1	HABP4
ARL6IP1	NSA2
ARL6IP1	SEC61G
ARL6IP1	TEX48
ARL6IP1	RTN3
ARL6IP1	HMGN2
ARL6IP1	HMGN1
ARL6IP1	TPT1
ARL6IP1	DOCK4
ARL6IP1	RSRC1
ARL6IP1	MT-ATP6
ARL6IP1	WDR31
ARL6IP1	EIF3A
ARL6IP1	EEF1B2
ARL6IP1	NPSR1
ARL6IP1	IFI35
ARL6IP1	CXorf66
ARL6IP1	EIF5AL1
ARL6IP1	EIF5A
ARL6IP1	SERBP1
ARL6IP1	RPS15A
ARL6IP1	MRPS14
ARL6IP1	SNU13
ARL6IP1	RPS10-NUDT3
ARL6IP1	RPS10
ARL6IP1	RPL36A-HNRNPH2
ARL6IP1	RPL36A
ARL6IP1	RPL36AL
ARL6IP1	RPS4Y2
ARL6IP1	RPL22L1
ARL6IP1	RPL22
ARL6IP1	RPL10
ARL6IP1	RPS4X
ARL6IP1	RPL39L
ARL6IP1	RPL39
ARL6IP1	RPL7L1
ARL6IP1	RPL17-C18orf32
ARL6IP1	H3BNC9_HUMAN
ARL6IP1	RPL17
ARL6IP1	RPLP1
ARL6IP1	RPL26
ARL6IP1	RPL26L1
ARL6IP1	RPL7
ARL6IP1	RPL10A
ARL6IP1	RPLP2
ARL6IP1	RPL3
ARL6IP1	EEF2
ARL6IP1	RPS27
ARL6IP1	RPS27L
ARL6IP1	UBA52
ARL6IP1	RPL13A
ARL6IP1	RPL4
ARL6IP1	RPL12
ARL6IP1	RPL18
ARL6IP1	RPLP0
ARL6IP1	RPS14
ARL6IP1	RPS26
ARL6IP1	RPL7A
ARL6IP1	RPS17
ARL6IP1	RPL35A
ARL6IP1	RPL14
ARL6IP1	RPL28
ARL6IP1	RACK1
ARL6IP1	RPS25
ARL6IP1	RPL36
ARL6IP1	RPL15
ARL6IP1	RPL9
ARL6IP1	RPL13
ARL6IP1	RPL27
ARL6IP1	RPS9
ARL6IP1	RPS20
ARL6IP1	RPL34
ARL6IP1	RPS16
ARL6IP1	RPL6
ARL6IP1	RPL23A
ARL6IP1	RPS5
ARL6IP1	RPL5
ARL6IP1	RPL37A
ARL6IP1	RPS19
ARL6IP1	RPSA
ARL6IP1	RPL11
ARL6IP1	RPL38
ARL6IP1	RPS24
ARL6IP1	RPL21
ARL6IP1	RPS29
ARL6IP1	RPL30
ARL6IP1	RPL24
ARL6IP1	RPS2
ARL6IP1	RPL32
ARL6IP1	RPS6
ARL6IP1	RPS8
ARL6IP1	RPS7
ARL6IP1	RPS28
ARL6IP1	RPS3A
ARL6IP1	RPL31
ARL6IP1	RPL23
ARL6IP1	RPS13
ARL6IP1	RPS15
ARL6IP1	RPS18
ARL6IP1	RPS21
ARL6IP1	RPL27A
ARL6IP1	FAU
ARRB1	NFKB1
ARRB1	HIP1R
ARRB1	PEBP1
ARRB1	ARRDC4
ARRB1	RHOB
ARRB1	RPS27A
ARRB1	FTH1
ARRB1	GNAQ
ARRB1	CALM3
ARRB1	YWHAG
ARRB1	P2RY12
ARRB1	GRK3
ARRB1	HSPA5
ARRB1	FOXO3
ARRB1	HNRNPA1
ARRB1	PDE4D
ARRB1	TGFBR2
ARRB1	MAP3K5
ARRB1	RGS10
ARRB1	RAP1A
ARRB1	GNAS
ARRB1	RALGDS
ARRB1	YWHAB
ARRB1	FTL
ARRB1	PICALM
ARRB1	RGS11
ARRB1	NEDD4L
ARRB1	UBA52
ARRB1	DISC1
ARRB1	RGS6
ARRB1	BLOC1S6
ARRB1	LYN
ARRB1	VAMP2
ARRB1	TXNIP
ARRB1	DLG4
ARRB1	SNCA
ARRB1	CFL1
ARRB1	BRAF
ARRB1	CLTC
ARRDC4	SMURF2
ARRDC4	SMURF1
ARRDC4	NEDD4L
ARRDC4	WWP1
ASAP1	NCK2
ASAP1	PKD2
ASAP1	EXOC4
ASAP1	PKD1
ASAP1	CLASP1
ASAP1	RASA1
ASAP1	EIF5B
ASAP1	CYTH3
ASAP1	SH3KBP1
ASAP1	PACSIN1
ASAP1	RAB3IP
ASIC2	MRVI1
ASIC2	NEDD4L
ASIC2	PIEZO1
ASIC2	PTPRD
ASIC2	DLG4
ASTN2	AUTS2
ASTN2	FTO
ASTN2	PRKN
ASTN2	CTNNA2
ASTN2	CNTNAP2
ASTN2	NLGN1
ASTN2	COP1
ASTN2	BLOC1S6
ATG7	NFKB1
ATG7	CTSD
ATG7	CANX
ATG7	PEBP1
ATG7	RPS27A
ATG7	GRID2
ATG7	RUBCN
ATG7	MAP1B
ATG7	MAP1A
ATG7	GABARAP
ATG7	HSPA5
ATG7	TRAK1
ATG7	HSP90AA1
ATG7	UBE2G2
ATG7	FOXO3
ATG7	COX4I1
ATG7	SUMO2
ATG7	GSPT1
ATG7	CAMK2A
ATG7	CALM1
ATG7	HSP90AB1
ATG7	GPHN
ATG7	YWHAB
ATG7	DNM1L
ATG7	SNCA
ATG7	TOMM20
ATG7	UBE2E3
ATG7	UBE2E2
ATG7	UBA52
ATG7	GAPDH
ATG7	BRAF
ATG7	PRKN
ATG7	BNIP3
ATG7	BCL2
ATG7	UVRAG
ATG7	MAP1LC3A
ATG7	GABARAPL1
ATP1A3	STX1B
ATP1A3	SLC17A7
ATP1A3	ATP1B2
ATP1A3	SNAP25
ATP1A3	TUBB4A
ATP1A3	SLC1A3
ATP1A3	FXYD7
ATP1A3	KCNMA1
ATP1A3	ATP1B1
ATP1A3	NCDN
ATP1A3	STXBP1
ATP1A3	PRKG1
ATP1A3	GAPDH
ATP1A3	SLC8A1
ATP1A3	FXYD6
ATP1A3	SCN2A
ATP1A3	CACNA1A
ATP1A3	FXYD1
ATP1B1	ATP1B2
ATP1B1	SNAP25
ATP1B1	FXYD7
ATP1B1	KCNMA1
ATP1B1	NEDD4L
ATP1B1	PLPP3
ATP1B1	ATP2B1
ATP1B1	NKAIN2
ATP1B1	FXYD6
ATP1B1	PRKG1
ATP1B1	FXYD1
ATP1B2	ATP2B1
ATP1B2	FXYD7
ATP1B2	FXYD6
ATP1B2	PRKG1
ATP1B2	FXYD1
ATP2B1	CANX
ATP2B1	CACNA1C
ATP2B1	CALM3
ATP2B1	PRKG1
ATP2B1	ITPR2
ATP2B1	PPP3CA
ATP2B1	SLC8A1
ATP2B1	CALM2
ATP2B1	PLEKHA7
ATP2B1	DLG4
ATP2B1	CALM1
ATP2B1	ATP2C1
ATP2C1	SLC39A14
ATP2C1	GAPDH
ATP2C1	BCL2
ATP2C1	CFL1
ATP5MF	COX6A1
ATP5MF	MT-ND1
ATP5MF	MRPS14
ATP5MF	JARID2
ATP5MF	KDM6A
ATP5MF	MT-ND5
ATP5MF	COX8A
ATP5MF	RNASEK
ATP5MF	SDHC
ATP5MF	PPA2
ATP5MF	COX4I1
ATP5MF	NDUFS5
ATP5MF	NDUFA13
ATP5MF	NDUFA3
ATP5MF	UQCR11
ATP5MF	MT-ATP8
ATP5MF	MT-ATP6
ATP6V1G2	FNIP1
ATP6V1G2	SLC38A9
ATP6V1G2	SESN1
ATP6V1G2	PPA2
ATP6V1G2	RNASEK
ATXN1	CTNNA2
ATXN1	H3-3B
ATXN1	PTGDS
ATXN1	MBNL1
ATXN1	GNAS
ATXN1	ZHX1
ATXN1	HSP90AA1
ATXN1	NLK
ATXN1	PRKN
ATXN1	SNCA
ATXN1	GAPDH
ATXN1	RBFOX1
ATXN1	RORA
ATXN1	CACNA1A
ATXN1	YWHAZ
ATXN1	PUM2
ATXN7L3B	TSPYL4
AUTS2	GALNT10
AUTS2	SCMH1
AUTS2	SLC9A9
AUTS2	YAF2
AUTS2	RERE
AUTS2	SMARCA2
AUTS2	CSMD1
AUTS2	FOXP2
AUTS2	FOXP1
AUTS2	TBR1
AUTS2	DLG2
AUTS2	CBX6
AUTS2	NPAS3
AUTS2	PTPRD
AUTS2	NRG3
AUTS2	CNTNAP2
B3GLCT	RAD51B
B3GNT2	ST6GAL1
B3GNT2	MGAT5
B3GNT2	SPPL3
B3GNT2	GALNT2
B3GNT2	ST3GAL6
BABAM2	FANCE
BABAM2	CHI3L1
BABAM2	RPS27A
BABAM2	TUBB2A
BABAM2	UBA52
BABAM2	SUMO2
BABAM2	CDC27
BCAS3	NRG1
BCAS3	COG5
BCAS3	ZNF407
BCAS3	GLIS3
BCAS3	RFX3
BCL2	NFKB1
BCL2	CTSD
BCL2	CANX
BCL2	YWHAH
BCL2	GFAP
BCL2	LGALS3
BCL2	H3-3B
BCL2	PDGFRA
BCL2	CCND2
BCL2	CYBA
BCL2	SMAD2
BCL2	CDK6
BCL2	PELI2
BCL2	THY1
BCL2	KIT
BCL2	CALM3
BCL2	MAP1B
BCL2	NPM1
BCL2	HSP90B1
BCL2	MAP1A
BCL2	MAT2A
BCL2	FOS
BCL2	YWHAG
BCL2	GABARAP
BCL2	CLU
BCL2	NCL
BCL2	HSPA5
BCL2	CD86
BCL2	HSP90AA1
BCL2	FOXO3
BCL2	ERBB4
BCL2	GPX4
BCL2	UVRAG
BCL2	SPTBN1
BCL2	TGFBR2
BCL2	MAP3K5
BCL2	MSN
BCL2	TOMM20
BCL2	PRKN
BCL2	SDHC
BCL2	BNIP3
BCL2	HSP90AB1
BCL2	MAP1LC3A
BCL2	SYK
BCL2	RPS6KA3
BCL2	PPP3CA
BCL2	SPP1
BCL2	ERO1A
BCL2	GAPDH
BCL2	DLG4
BCL2	LYN
BCL2	TXNIP
BCL2	PBRM1
BCL2	CST3
BCL2	FOXP1
BCL2	ENO2
BCL2	NCOA1
BCL2	SNCA
BCL2	GABARAPL1
BCL2	PRKCB
BCL2	DNM1L
BCL2	SOD2
BCL2	COX4I1
BCL2	MITF
BCL2	PRKCA
BCL2	PLEKHA7
BCL2	BRAF
BCL2	FKBP8
BCL2	NLRP1
BEST3	PELO
BEST3	GLUL
BLNK	SKAP2
BLNK	SOS2
BLNK	PPP3CA
BLNK	CCND2
BLNK	BRAF
BLNK	ITPR2
BLNK	PRKCB
BLNK	SOS1
BLNK	SH3KBP1
BLNK	LYN
BLNK	SYK
BLOC1S6	HIP1R
BLOC1S6	SNAP25
BLOC1S6	SYN1
BLOC1S6	STX8
BLOC1S6	PICALM
BLOC1S6	DTNB
BLOC1S6	VAMP2
BLOC1S6	FTO
BLOC1S6	DTNA
BLOC1S6	LRMDA
BLOC1S6	CLTC
BLOC1S6	LPP
BMP2K	CLTC
BMP2K	PICALM
BNC2	TRPS1
BNIP3	EIF5B
BNIP3	MAP1B
BNIP3	MAP1A
BNIP3	GABARAP
BNIP3	FOXO3
BNIP3	UVRAG
BNIP3	TOMM20
BNIP3	PRKN
BNIP3	RACK1
BNIP3	ERO1A
BNIP3	ITM2B
BNIP3	NDRG1
BNIP3	TPT1
BNIP3	GAPDH
BNIP3	COX4I1
BNIP3	RTN3
BNIP3	SOD2
BNIP3	PGK1
BNIP3	DNM1L
BNIP3	FKBP8
BNIP3	MAP1LC3A
BNIP3	GABARAPL1
BRAF	MAP2K5
BRAF	SOS2
BRAF	RASD1
BRAF	NFKB1
BRAF	SKP1
BRAF	YWHAH
BRAF	LGALS3
BRAF	H3-3B
BRAF	CCND2
BRAF	PEBP1
BRAF	SMAD2
BRAF	RASA1
BRAF	GNAQ
BRAF	NRG1
BRAF	KIT
BRAF	CALM3
BRAF	NPM1
BRAF	SPRED1
BRAF	HSP90B1
BRAF	FOS
BRAF	YWHAG
BRAF	KIF5B
BRAF	NCL
BRAF	RIT2
BRAF	HSPA5
BRAF	TRAK1
BRAF	HSP90AA1
BRAF	FOXO3
BRAF	JARID2
BRAF	ERBB4
BRAF	NF1
BRAF	GAB2
BRAF	PRKN
BRAF	TAB2
BRAF	RASAL2
BRAF	RAP1A
BRAF	DPYD
BRAF	GNAS
BRAF	HSP90AB1
BRAF	RALGDS
BRAF	YWHAB
BRAF	KDM6A
BRAF	RPS6KA3
BRAF	RPS6
BRAF	LRP1B
BRAF	YWHAZ
BRAF	GAPDH
BRAF	SOS1
BRAF	PBRM1
BRAF	MITF
BRAF	EWSR1
BRAF	PRKCA
BRAF	CAMK2A
BRAF	DOCK2
BRAF	CALM1
BRAF	MAML3
BRAF	RNF130
BRAF	PRKCB
BRINP3	NXPH1
BTBD9	MAP2K5
BTBD9	RSAD1
BTBD9	PEBP1
BTBD9	RPL8
BTBD9	RPL3L
BTBD9	RPS11
BTBD9	CCDC105
BTBD9	MRNIP
BTBD9	RPS23
BTBD9	MED1
BTBD9	RPL4
BTBD9	RPS2
BTBD9	RPL3
BTBD9	RPS16
BTBD9	PTPRD
BTBD9	RPS9
BTBD9	RPL13A
BTBD9	RPS29
BTBD9	FAF1
BTBD9	IMMP2L
BTBD9	KIF26B
BTBD9	RPS14
BTBD9	RPS18
BTBD9	RPS5
BTBD9	RPS13
BTBD9	RPL9
BTBD9	RPL17
BTBD9	RPL17-C18orf32
BTBD9	RPS20
BTBD9	SOD2
BTBD9	RPL11
BTBD9	H3BNC9_HUMAN
BTBD9	RPL23
BTBD9	MRPS14
BTF3	RPL18A
BTF3	RPL19
BTF3	RPS12
BTF3	SKP1
BTF3	FUS
BTF3	RPL35
BTF3	RPL8
BTF3	SRP14
BTF3	RPL3L
BTF3	RPS11
BTF3	RPS27A
BTF3	RPL37
BTF3	RPS3
BTF3	MRNIP
BTF3	RPL29
BTF3	RPS23
BTF3	NPM1
BTF3	RPL10L
BTF3	HSP90B1
BTF3	MED1
BTF3	SRP9
BTF3	RPL13
BTF3	EEF2
BTF3	RPL15
BTF3	RPL38
BTF3	RPL4
BTF3	SRP68
BTF3	RPS15A
BTF3	HSP90AA1
BTF3	EIF5A
BTF3	TUBB
BTF3	EEF1A1
BTF3	RPL7
BTF3	HNRNPA1
BTF3	RPS2
BTF3	RPS21
BTF3	RPL3
BTF3	RPL36AL
BTF3	RPL27A
BTF3	RPL21
BTF3	RPLP1
BTF3	RPS3A
BTF3	RPL22
BTF3	HNRNPA2B1
BTF3	RPS26
BTF3	PCBP2
BTF3	RPL12
BTF3	HMGN2
BTF3	RPL39
BTF3	GAGE2A
BTF3	TOMM20
BTF3	RPL5
BTF3	CXorf66
BTF3	SERBP1
BTF3	HSP90AB1
BTF3	RPL7A
BTF3	RPS4X
BTF3	RPL10A
BTF3	HNRNPK
BTF3	RPS16
BTF3	RPS6
BTF3	IFI35
BTF3	RPL39L
BTF3	GAGE13
BTF3	GAGE12F
BTF3	GAGE1
BTF3	GAGE2E
BTF3	GAGE12J
BTF3	GAGE12D
BTF3	GAGE12H
BTF3	GAGE12G
BTF3	GAGE12C
BTF3	GAGE12E
BTF3	GAGE10
BTF3	CNBP
BTF3	MYL6
BTF3	DOCK4
BTF3	MATR3
BTF3	TEX48
BTF3	GAPDH
BTF3	NPSR1
BTF3	PPIA
BTF3	RPL26L1
BTF3	RPL7L1
BTF3	TPT1
BTF3	SNU13
BTF3	EEF1B2
BTF3	RPL41
BTF3	RPS9
BTF3	RPS20
BTF3	FAU
BTF3	RPLP2
BTF3	RPS10
BTF3	RACK1
BTF3	RPS7
BTF3	RPS17
BTF3	RPSA
BTF3	RPS27
BTF3	RPS18
BTF3	RPS14
BTF3	RPS28
BTF3	RPS5
BTF3	RPS25
BTF3	SRP19
BTF3	RPS15
BTF3	RPS13
BTF3	RPS29
BTF3	UBA52
BTF3	RPS24
BTF3	RPS8
BTF3	RPL17-C18orf32
BTF3	RPS19
BTF3	RPL28
BTF3	RPL13A
BTF3	RPL34
BTF3	RPL35A
BTF3	RPL23
BTF3	RPL9
BTF3	RPLP0
BTF3	RPL26
BTF3	RPL27
BTF3	RPL36A
BTF3	RPL37A
BTF3	RPL17
BTF3	RPL14
BTF3	RPL10
BTF3	RPL36
BTF3	RPL11
BTF3	RPL18
BTF3	RPL23A
BTF3	RPL24
BTF3	RPL32
BTF3	RPL6
BTF3	NACA2
BTF3	RPL30
BTF3	RPL31
BTF3	NACA
C10orf90	CEP295
C18orf32	MT-ND4
C18orf32	NDUFS5
C18orf32	RPS14
C18orf32	RPL23A
C18orf32	RPL17-C18orf32
C20orf194	CFAP36
C5orf24	CAB39
CAB39	NPAS3
CACNA1A	SLC17A7
CACNA1A	SNAP25
CACNA1A	SYT1
CACNA1A	SLC1A3
CACNA1A	CACNA1C
CACNA1A	GRID2
CACNA1A	KCNMA1
CACNA1A	CALM3
CACNA1A	SYN1
CACNA1A	GRIA2
CACNA1A	MAP1B
CACNA1A	EEF2
CACNA1A	SAMD12
CACNA1A	KCND2
CACNA1A	PLCB1
CACNA1A	SLC24A2
CACNA1A	PDE4D
CACNA1A	GAD1
CACNA1A	ERC1
CACNA1A	GALNT2
CACNA1A	DAB1
CACNA1A	KCNT1
CACNA1A	OLFM1
CACNA1A	STXBP1
CACNA1A	FGF14
CACNA1A	KCNQ3
CACNA1A	NCALD
CACNA1A	JPH4
CACNA1A	SCN1B
CACNA1A	PRKCA
CACNA1A	VAMP2
CACNA1A	CACNA2D3
CACNA1A	SLC6A1
CACNA1A	CAMK2A
CACNA1A	PRKCB
CACNA1A	CALM1
CACNA1A	CALM2
CACNA1C	KCNQ1
CACNA1C	SNAP25
CACNA1C	KCNQ3
CACNA1C	GAPDH
CACNA1C	CNTNAP2
CACNA1C	RBFOX1
CACNA1C	ITPR2
CACNA1C	ERC1
CACNA1C	SLC1A2
CACNA1C	FGF12
CACNA1C	DPYD
CACNA1C	DPP10
CACNA1C	FXYD1
CACNA1C	KCNB2
CACNA1C	CSMD1
CACNA1C	GNAQ
CACNA1C	STXBP1
CACNA1C	DLG4
CACNA1C	PDE4D
CACNA1C	DISC1
CACNA1C	KCNMB2
CACNA1C	VAMP2
CACNA1C	JPH4
CACNA1C	KCND2
CACNA1C	SLC8A1
CACNA1C	CAMK2A
CACNA1C	CACNA2D3
CACNA1C	SCN1B
CACNA1C	PRKCB
CACNA1C	KCNMA1
CACNA1C	PPP3CA
CACNA1C	PRKG1
CACNA1C	PRKCA
CACNA1C	CALM2
CACNA1C	CALM1
CACNA1C	CALM3
CACNA2D3	KCNMA1
CACNA2D3	PDE4D
CACNA2D3	SCN2A
CACNA2D3	CAMK2A
CALCOCO1	GABARAP
CALCOCO1	MAP1LC3A
CALCOCO1	RTN3
CALCOCO1	GABARAPL1
CALM1	KCNQ1
CALM1	YWHAH
CALM1	EXOC4
CALM1	SNAP25
CALM1	SYT1
CALM1	RAB10
CALM1	RHOB
CALM1	NRGN
CALM1	LY96
CALM1	MYO1E
CALM1	CALM3
CALM1	SYN1
CALM1	GRIA2
CALM1	NFATC3
CALM1	DST
CALM1	PPM1E
CALM1	RIT2
CALM1	HSPA5
CALM1	TRAK1
CALM1	HSP90AA1
CALM1	PLCB1
CALM1	SLC26A3
CALM1	RAC1
CALM1	DYNC1H1
CALM1	HNRNPH1
CALM1	GRIN1
CALM1	YWHAB
CALM1	HABP4
CALM1	SYK
CALM1	DLG2
CALM1	TBC1D4
CALM1	CAMKMT
CALM1	ITPR2
CALM1	LRCH1
CALM1	GAP43
CALM1	PPP3CA
CALM1	NCALD
CALM1	YWHAZ
CALM1	GAPDH
CALM1	MBP
CALM1	SOS1
CALM1	RPS14
CALM1	SUMO2
CALM1	PRKCA
CALM1	VAMP2
CALM1	PPIA
CALM1	MYL6
CALM1	FKBP8
CALM1	CAMK1D
CALM1	SPTAN1
CALM1	SCN2A
CALM1	DLG4
CALM1	CALM2
CALM1	SNCA
CALM1	CAMK2A
CALM2	KCNQ1
CALM2	SKP1
CALM2	YWHAH
CALM2	SNAP25
CALM2	RHOB
CALM2	MYO1E
CALM2	CALM3
CALM2	SYN1
CALM2	DST
CALM2	RIT2
CALM2	HSPA5
CALM2	TUBA1B
CALM2	TUBB
CALM2	EEF1A1
CALM2	KCNQ5
CALM2	SLC26A3
CALM2	RAC1
CALM2	DYNC1H1
CALM2	HNRNPH1
CALM2	GRIN1
CALM2	YWHAB
CALM2	FAM155A
CALM2	TUBB2A
CALM2	KCNQ3
CALM2	LRCH1
CALM2	GAP43
CALM2	PPP3CA
CALM2	YWHAZ
CALM2	GAPDH
CALM2	MBP
CALM2	TIA1
CALM2	SUMO2
CALM2	FGF12
CALM2	RPL37A
CALM2	RACK1
CALM2	TUBA1A
CALM2	MYL6
CALM2	NPC2
CALM2	OAZ1
CALM2	CAMK1D
CALM2	SPTAN1
CALM2	SCN2A
CALM2	DLG4
CALM2	SNCA
CALM2	CAMK2A
CALM3	KCNQ1
CALM3	CHN2
CALM3	RPL19
CALM3	RASD1
CALM3	NFKB1
CALM3	CANX
CALM3	YWHAH
CALM3	H3-3B
CALM3	SNAP25
CALM3	SYT1
CALM3	CCND2
CALM3	MIB1
CALM3	SMAD2
CALM3	RASA1
CALM3	NRGN
CALM3	LY96
CALM3	GNAQ
CALM3	KCNMA1
CALM3	MYO1E
CALM3	TUBA1A
CALM3	GLUL
CALM3	VSNL1
CALM3	MYL6
CALM3	RPS6KA3
CALM3	SYK
CALM3	PLPPR4
CALM3	TUBA1B
CALM3	HNRNPH1
CALM3	SLC6A1
CALM3	TUBB
CALM3	DISC1
CALM3	GRIA2
CALM3	SLC8A1
CALM3	RAC1
CALM3	COL18A1
CALM3	CST3
CALM3	KCND2
CALM3	EWSR1
CALM3	DYNC1H1
CALM3	SPARCL1
CALM3	CYTH3
CALM3	PPIA
CALM3	YWHAB
CALM3	SP3
CALM3	CIRBP
CALM3	GABARAPL1
CALM3	RIT2
CALM3	CLTC
CALM3	MRVI1
CALM3	CNP
CALM3	PRKD1
CALM3	PRKCB
CALM3	PRKN
CALM3	MT-CYB
CALM3	NEDD4L
CALM3	DNM1L
CALM3	STMN1
CALM3	PRKG1
CALM3	LYN
CALM3	JPH4
CALM3	MSN
CALM3	RACK1
CALM3	SPTBN1
CALM3	PDE4D
CALM3	HSPA5
CALM3	RGS10
CALM3	PPP1R9B
CALM3	GRM7
CALM3	FOS
CALM3	MAP2
CALM3	GAPDH
CALM3	TBC1D4
CALM3	EEF1A1
CALM3	DST
CALM3	VAMP2
CALM3	KCNQ5
CALM3	PRKCA
CALM3	NFATC3
CALM3	HDAC9
CALM3	PLCB1
CALM3	CFAP221
CALM3	FAM155A
CALM3	FKBP8
CALM3	EEF2
CALM3	SYN1
CALM3	YWHAZ
CALM3	DMD
CALM3	CFL1
CALM3	HSP90B1
CALM3	SLC26A3
CALM3	FGF12
CALM3	ITPR2
CALM3	CAMK1D
CALM3	SPTAN1
CALM3	KCNQ3
CALM3	GAP43
CALM3	MBP
CALM3	DLG4
CALM3	SCN2A
CALM3	SNCA
CALM3	HSP90AB1
CALM3	HSP90AA1
CALM3	GRIN1
CALM3	CAMK2A
CALM3	PPP3CA
CAMK1D	KCNQ1
CAMK1D	CDKAL1
CAMK1D	JAZF1
CAMK1D	KCNMA1
CAMK1D	HSP90AA1
CAMK1D	HSP90AB1
CAMK1D	PPP3CA
CAMK1D	DGKB
CAMK1D	FTO
CAMK2A	STX1B
CAMK2A	NEFM
CAMK2A	SLC17A7
CAMK2A	NFKB1
CAMK2A	GFAP
CAMK2A	SNAP25
CAMK2A	SYT1
CAMK2A	SMAD2
CAMK2A	TANC1
CAMK2A	CPEB3
CAMK2A	SLC1A2
CAMK2A	PDE3B
CAMK2A	NRGN
CAMK2A	TIAM1
CAMK2A	NRG1
CAMK2A	SYN1
CAMK2A	GRIA2
CAMK2A	MAP1B
CAMK2A	FOS
CAMK2A	DLGAP1
CAMK2A	TRAK1
CAMK2A	HSP90AA1
CAMK2A	PLCB1
CAMK2A	ERBB4
CAMK2A	PDE4D
CAMK2A	LINGO1
CAMK2A	GAD1
CAMK2A	MAP2
CAMK2A	PRKN
CAMK2A	RAP1A
CAMK2A	GRIN1
CAMK2A	HSP90AB1
CAMK2A	YWHAB
CAMK2A	OGT
CAMK2A	CAMK2N1
CAMK2A	DLG2
CAMK2A	PTPRD
CAMK2A	ITPR2
CAMK2A	IFNGR2
CAMK2A	TBR1
CAMK2A	GAP43
CAMK2A	PPP3CA
CAMK2A	GAPDH
CAMK2A	MBP
CAMK2A	GRIP1
CAMK2A	NLK
CAMK2A	RBFOX1
CAMK2A	NLGN1
CAMK2A	GDI1
CAMK2A	SCN1B
CAMK2A	PRKCA
CAMK2A	GPHN
CAMK2A	CIRBP
CAMK2A	PPP1R9B
CAMK2A	EPHB6
CAMK2A	HNRNPU
CAMK2A	SLC6A1
CAMK2A	DLG4
CAMK2N1	RABGAP1
CAMK2N1	DDX24
CAMK2N1	GALNT13
CAMKMT	H3-3B
CAMKMT	KMT5B
CAMKMT	KDM6A
CAMKMT	SMYD3
CANX	SEC61B
CANX	CTSD
CANX	PKD2
CANX	SPTBN1
CANX	GABARAP
CANX	SYK
CANX	GABARAPL1
CANX	HNRNPH1
CANX	RPLP0
CANX	TUBB2A
CANX	YWHAB
CANX	TMEM259
CANX	TUBB
CANX	STX16
CANX	NCL
CANX	DNM1L
CANX	TIA1
CANX	RTN3
CANX	CREBZF
CANX	MSN
CANX	ERO1B
CANX	WWOX
CANX	MAN1A1
CANX	HLA-DRA
CANX	ITM2B
CANX	COX4I1
CANX	SNCA
CANX	HLA-E
CANX	FKBP8
CANX	CLTC
CANX	EEF2
CANX	ERO1A
CANX	CD81
CANX	GAPDH
CANX	HSP90AA1
CANX	HSP90AB1
CANX	TOMM20
CANX	HSP90B1
CANX	HSPA5
CAP1	PFN2
CAP1	PHLPP1
CAP1	YWHAB
CAP1	PPIA
CAP1	ROBO1
CAP1	MYL6
CAP1	CFL1
CARMIL1	SH3KBP1
CARNMT1	NUP42
CARNMT1	NR3C2
CBWD6	RSAD1
CBWD6	MRPS14
CBWD6	RPS29
CBX6	USP11
CBX6	H3-3B
CBX6	NPTX2
CBX6	SCMH1
CBX6	YAF2
CBX6	JARID2
CBX6	SEPTIN5
CCDC105	KCNQ1
CCDC105	RPL18A
CCDC105	NAMPT
CCDC105	EDF1
CCDC105	RPL19
CCDC105	FANCE
CCDC105	RPS12
CCDC105	NEDD8
CCDC105	RPS4Y1
CCDC105	EEFSEC
