Source	Target
H3-3B	HDAC9
H3-3B	SUMO2
H3-3B	HNMT
H3-3B	STAG1
H3-3B	YWHAZ
H3-3B	SMYD3
H3-3B	HSP90AB1
H3-3B	HSP90AA1
H3-3B	NF1
H3-3B	HDAC8
H3-3B	SMARCA2
H3-3B	MORF4L1
H3-3B	ZMYND11
H3-3B	JARID2
H3-3B	KDM6A
H3-3B	KAT6B
H3-3B	SRSF1
H3-3B	PBRM1
H3BN98_HUMAN	RPL18A
H3BN98_HUMAN	SEC61B
H3BN98_HUMAN	RPL19
H3BN98_HUMAN	RPS12
H3BN98_HUMAN	RPS4Y1
H3BN98_HUMAN	RSAD1
H3BN98_HUMAN	RPL35
H3BN98_HUMAN	RPL8
H3BN98_HUMAN	RPL3L
H3BN98_HUMAN	RPS11
H3BN98_HUMAN	RPS27A
H3BN98_HUMAN	RPL37
H3BN98_HUMAN	RPS3
H3BN98_HUMAN	PARP8
H3BN98_HUMAN	MRNIP
H3BN98_HUMAN	RPL29
H3BN98_HUMAN	RPS23
H3BN98_HUMAN	RPL10L
H3BN98_HUMAN	MED1
H3BN98_HUMAN	RPL13
H3BN98_HUMAN	RPL15
H3BN98_HUMAN	RPL38
H3BN98_HUMAN	RPL4
H3BN98_HUMAN	RPS27L
H3BN98_HUMAN	RPL7
H3BN98_HUMAN	RPS2
H3BN98_HUMAN	RPS21
H3BN98_HUMAN	RPL3
H3BN98_HUMAN	RPL36AL
H3BN98_HUMAN	RPL27A
H3BN98_HUMAN	RPL21
H3BN98_HUMAN	RPLP1
H3BN98_HUMAN	RPS3A
H3BN98_HUMAN	RPL22L1
H3BN98_HUMAN	RPL22
H3BN98_HUMAN	RPS26
H3BN98_HUMAN	MT-ATP6
H3BN98_HUMAN	RPL12
H3BN98_HUMAN	HMGN2
H3BN98_HUMAN	RPL39
H3BN98_HUMAN	RPL5
H3BN98_HUMAN	SERBP1
H3BN98_HUMAN	RPL7A
H3BN98_HUMAN	RPS4X
H3BN98_HUMAN	RPL10A
H3BN98_HUMAN	WDR31
H3BN98_HUMAN	HABP4
H3BN98_HUMAN	KDM6A
H3BN98_HUMAN	RPS16
H3BN98_HUMAN	RPS6
H3BN98_HUMAN	HMGN1
H3BN98_HUMAN	NPSR1
H3BN98_HUMAN	RPS9
H3BN98_HUMAN	RPL13A
H3BN98_HUMAN	RPL24
H3BN98_HUMAN	RPL34
H3BN98_HUMAN	RPS29
H3BN98_HUMAN	RPL14
H3BN98_HUMAN	RPS8
H3BN98_HUMAN	SNU13
H3BN98_HUMAN	RPS14
H3BN98_HUMAN	RPL36A-HNRNPH2
H3BN98_HUMAN	RPL31
H3BN98_HUMAN	UBA52
H3BN98_HUMAN	SEC61G
H3BN98_HUMAN	RPL23A
H3BN98_HUMAN	RPSA
H3BN98_HUMAN	RPL39L
H3BN98_HUMAN	RPS18
H3BN98_HUMAN	IFI35
H3BN98_HUMAN	IFRD2
H3BN98_HUMAN	RPL6
H3BN98_HUMAN	RPL36A
H3BN98_HUMAN	RPL10
H3BN98_HUMAN	RPS24
H3BN98_HUMAN	RPL32
H3BN98_HUMAN	RPL37A
H3BN98_HUMAN	RPL7L1
H3BN98_HUMAN	RPL23
H3BN98_HUMAN	MRPS14
H3BN98_HUMAN	SELENOP
H3BN98_HUMAN	RACK1
H3BN98_HUMAN	NACA2
H3BN98_HUMAN	RPL30
H3BN98_HUMAN	RPL26L1
H3BN98_HUMAN	RPS20
H3BN98_HUMAN	RPLP2
H3BN98_HUMAN	RPS25
H3BN98_HUMAN	RPS13
H3BN98_HUMAN	RPL18
H3BN98_HUMAN	NACA
H3BN98_HUMAN	RPLP0
H3BN98_HUMAN	RPL28
H3BN98_HUMAN	NSA2
H3BN98_HUMAN	TEX48
H3BN98_HUMAN	TPT1
H3BN98_HUMAN	RSRC1
H3BN98_HUMAN	RPS10-NUDT3
H3BN98_HUMAN	RPS10
H3BN98_HUMAN	RPS4Y2
H3BN98_HUMAN	RPS27
H3BN98_HUMAN	RPL17
H3BN98_HUMAN	RPL17-C18orf32
H3BN98_HUMAN	H3BNC9_HUMAN
H3BN98_HUMAN	RPL26
H3BN98_HUMAN	RPS17
H3BN98_HUMAN	RPL35A
H3BN98_HUMAN	RPS7
H3BN98_HUMAN	RPL9
H3BN98_HUMAN	RPL36
H3BN98_HUMAN	RPL27
H3BN98_HUMAN	RPS5
H3BN98_HUMAN	RPL11
H3BN98_HUMAN	RPS19
H3BN98_HUMAN	RPS28
H3BN98_HUMAN	RPS15
H3BNC9_HUMAN	RPL18A
H3BNC9_HUMAN	SEC61B
H3BNC9_HUMAN	RPL19
H3BNC9_HUMAN	RPS12
H3BNC9_HUMAN	RPS4Y1
H3BNC9_HUMAN	RSAD1
H3BNC9_HUMAN	RPL35
H3BNC9_HUMAN	PEBP1
H3BNC9_HUMAN	RPL8
H3BNC9_HUMAN	SRP14
H3BNC9_HUMAN	RPL3L
H3BNC9_HUMAN	RPS11
H3BNC9_HUMAN	RPS27A
H3BNC9_HUMAN	RPL37
H3BNC9_HUMAN	RPS3
H3BNC9_HUMAN	MRNIP
H3BNC9_HUMAN	RPL29
H3BNC9_HUMAN	RPS23
H3BNC9_HUMAN	RPL10L
H3BNC9_HUMAN	MED1
H3BNC9_HUMAN	SRP9
H3BNC9_HUMAN	RPL13
H3BNC9_HUMAN	RPL15
H3BNC9_HUMAN	RPL38
H3BNC9_HUMAN	RPL4
H3BNC9_HUMAN	SRP68
H3BNC9_HUMAN	RPS15A
H3BNC9_HUMAN	RPS27L
H3BNC9_HUMAN	RPL7
H3BNC9_HUMAN	RPS2
H3BNC9_HUMAN	RPS21
H3BNC9_HUMAN	RPL3
H3BNC9_HUMAN	RPL36AL
H3BNC9_HUMAN	RPL27A
H3BNC9_HUMAN	RPL21
H3BNC9_HUMAN	RPLP1
H3BNC9_HUMAN	RPS3A
H3BNC9_HUMAN	RPL22L1
H3BNC9_HUMAN	RPL22
H3BNC9_HUMAN	RPS26
H3BNC9_HUMAN	RPL12
H3BNC9_HUMAN	HMGN2
H3BNC9_HUMAN	RPL39
H3BNC9_HUMAN	RPL5
H3BNC9_HUMAN	SERBP1
H3BNC9_HUMAN	RPL7A
H3BNC9_HUMAN	RPS4X
H3BNC9_HUMAN	RPL10A
H3BNC9_HUMAN	WDR31
H3BNC9_HUMAN	HABP4
H3BNC9_HUMAN	RPS16
H3BNC9_HUMAN	RPS6
H3BNC9_HUMAN	HMGN1
H3BNC9_HUMAN	NPSR1
H3BNC9_HUMAN	RPS9
H3BNC9_HUMAN	RPL13A
H3BNC9_HUMAN	RPL24
H3BNC9_HUMAN	RPL34
H3BNC9_HUMAN	RPS29
H3BNC9_HUMAN	RPL14
H3BNC9_HUMAN	RPS8
H3BNC9_HUMAN	RPS14
H3BNC9_HUMAN	RPL36A-HNRNPH2
H3BNC9_HUMAN	RPL31
H3BNC9_HUMAN	UBA52
H3BNC9_HUMAN	SEC61G
H3BNC9_HUMAN	RPL23A
H3BNC9_HUMAN	RPSA
H3BNC9_HUMAN	RPL39L
H3BNC9_HUMAN	RPS18
H3BNC9_HUMAN	IFI35
H3BNC9_HUMAN	IFRD2
H3BNC9_HUMAN	RPL6
H3BNC9_HUMAN	RPL36A
H3BNC9_HUMAN	RPL10
H3BNC9_HUMAN	RPS24
H3BNC9_HUMAN	RPL32
H3BNC9_HUMAN	RPL37A
H3BNC9_HUMAN	RPL7L1
H3BNC9_HUMAN	RPL23
H3BNC9_HUMAN	MRPS14
H3BNC9_HUMAN	SRP19
H3BNC9_HUMAN	SELENOP
H3BNC9_HUMAN	RACK1
H3BNC9_HUMAN	NACA2
H3BNC9_HUMAN	RPL30
H3BNC9_HUMAN	RPL26L1
H3BNC9_HUMAN	RPS20
H3BNC9_HUMAN	RPLP2
H3BNC9_HUMAN	RPS25
H3BNC9_HUMAN	RPS13
H3BNC9_HUMAN	SOD2
H3BNC9_HUMAN	RPL18
H3BNC9_HUMAN	NACA
H3BNC9_HUMAN	RPLP0
H3BNC9_HUMAN	RPL28
H3BNC9_HUMAN	TEX48
H3BNC9_HUMAN	SPDYE14
H3BNC9_HUMAN	SPDYE9P
H3BNC9_HUMAN	RSRC1
H3BNC9_HUMAN	RPS17
H3BNC9_HUMAN	TPT1
H3BNC9_HUMAN	RPS4Y2
H3BNC9_HUMAN	RPL17-C18orf32
H3BNC9_HUMAN	RPL17
H3BNC9_HUMAN	RPS27
H3BNC9_HUMAN	RPL26
H3BNC9_HUMAN	RPL36
H3BNC9_HUMAN	RPL35A
H3BNC9_HUMAN	RPS10
H3BNC9_HUMAN	RPS10-NUDT3
H3BNC9_HUMAN	RPL11
H3BNC9_HUMAN	RPS28
H3BNC9_HUMAN	RPL27
H3BNC9_HUMAN	RPS19
H3BNC9_HUMAN	RPL9
H3BNC9_HUMAN	RPS5
H3BNC9_HUMAN	RPS7
H3BNC9_HUMAN	RPS15
HABP4	RPL18A
HABP4	RPL19
HABP4	RPS12
HABP4	RPS4Y1
HABP4	RSAD1
HABP4	RPL35
HABP4	RPL8
HABP4	RPL3L
HABP4	RPS11
HABP4	RPS27A
HABP4	RPL37
HABP4	RPS3
HABP4	MRNIP
HABP4	RPL29
HABP4	RPS23
HABP4	RPL10L
HABP4	MED1
HABP4	RPL13
HABP4	RPL15
HABP4	RPL38
HABP4	RPL4
HABP4	RPS15A
HABP4	RPS27L
HABP4	RPL7
HABP4	RPS2
HABP4	RPS21
HABP4	RPL3
HABP4	RPL36AL
HABP4	RPL27A
HABP4	RPL21
HABP4	RPLP1
HABP4	RPS3A
HABP4	RPL22L1
HABP4	RPL22
HABP4	RPS26
HABP4	RPL12
HABP4	HMGN2
HABP4	RPL39
HABP4	RPL5
HABP4	RPL7A
HABP4	RPS4X
HABP4	WDR31
HABP4	RPL41
HABP4	SPDYE9P
HABP4	SPDYE14
HABP4	SNU13
HABP4	HMGN1
HABP4	TEX48
HABP4	RPL36A
HABP4	RPL36A-HNRNPH2
HABP4	MRPS14
HABP4	NPSR1
HABP4	RSRC1
HABP4	RPS4Y2
HABP4	RPL7L1
HABP4	IFI35
HABP4	RPL39L
HABP4	RPLP0
HABP4	RPL26
HABP4	RPL26L1
HABP4	RPL17
HABP4	RPL17-C18orf32
HABP4	RPS14
HABP4	RPS27
HABP4	RPL13A
HABP4	RPS10
HABP4	RPS10-NUDT3
HABP4	RPS17
HABP4	RPL10
HABP4	RPS29
HABP4	RPS13
HABP4	RPL9
HABP4	RPS5
HABP4	RPL27
HABP4	RPL28
HABP4	RPSA
HABP4	RPL35A
HABP4	RPL32
HABP4	UBA52
HABP4	RPL14
HABP4	RPL37A
HABP4	RPS18
HABP4	RPL11
HABP4	RPL23
HABP4	RPL36
HABP4	RPL30
HABP4	RPS24
HABP4	RPS19
HABP4	RPL6
HABP4	RPS8
HABP4	RPS28
HABP4	RPS6
HABP4	RPS16
HABP4	RPL34
HABP4	RPL18
HABP4	RPS9
HABP4	RPS25
HABP4	RPL23A
HABP4	RPS7
HABP4	RPS15
HABP4	RPL31
HABP4	RPL24
HABP4	RPS20
HABP4	RACK1
HACD2	SKP1
HACD2	HACD3
HACD2	SCD
HACD3	SKP1
HACD3	SH3KBP1
HACD3	WWOX
HACD3	SCD
HDAC8	NIPBL
HDAC8	KAT6B
HDAC8	WAPL
HDAC8	PDS5A
HDAC8	MORF4L1
HDAC8	HSP90AA1
HDAC8	HSP90AB1
HDAC8	SMARCA2
HDAC8	KDM6A
HDAC8	MAML2
HDAC8	MAML3
HDAC8	STAG1
HDAC8	HDAC9
HDAC9	PKD1
HDAC9	KAT6B
HDAC9	HSP90AA1
HDAC9	HSP90AB1
HDAC9	KDM6A
HDAC9	TRPS1
HDAC9	NCOA1
HDAC9	PRKD1
HDAC9	NCOA2
HDAC9	SMYD3
HDAC9	ZFHX3
HDAC9	MAML3
HDAC9	MAML2
HIP1R	STX1B
HIP1R	SYT1
HIP1R	RIT2
HIP1R	SH3KBP1
HIP1R	VAMP2
HIP1R	WIPF1
HIP1R	PICALM
HIVEP3	YWHAH
HIVEP3	RPS27A
HIVEP3	YWHAG
HIVEP3	UBA52
HIVEP3	WWP1
HLA-DRA	KIT
HLA-DRA	SLC26A3
HLA-DRA	HLA-E
HLA-DRA	LY86
HLA-DRA	PTPRJ
HLA-DRA	RPS14
HLA-DRA	MBP
HLA-DRA	RPL30
HLA-DRA	MARCHF1
HLA-E	HSPA5
HLA-E	TUBB
HLA-E	RAC1
HLA-E	MT-ATP6
HLA-E	RPL5
HLA-E	SYK
HLA-E	SOS1
HMGN1	KCNQ1
HMGN1	RPL18A
HMGN1	RPL19
HMGN1	RPS12
HMGN1	RPS4Y1
HMGN1	RSAD1
HMGN1	RPL35
HMGN1	PEBP1
HMGN1	RPL8
HMGN1	RPL3L
HMGN1	RPS11
HMGN1	RPS27A
HMGN1	RPL37
HMGN1	RPS3
HMGN1	PARP8
HMGN1	MRNIP
HMGN1	RPL29
HMGN1	RPS23
HMGN1	RPL10L
HMGN1	MED1
HMGN1	SRP9
HMGN1	RPL13
HMGN1	RPL15
HMGN1	RPL38
HMGN1	RPL4
HMGN1	RPS15A
HMGN1	RPS27L
HMGN1	KCND2
HMGN1	RPL7
HMGN1	JARID2
HMGN1	RPS2
HMGN1	KCNQ5
HMGN1	RPS21
HMGN1	RPL3
HMGN1	RPL36AL
HMGN1	RPL27A
HMGN1	RPL21
HMGN1	RPLP1
HMGN1	RPS3A
HMGN1	RPL22L1
HMGN1	RPL22
HMGN1	RPS26
HMGN1	HMGN2
HMGN1	RPL39
HMGN1	RPL5
HMGN1	SERBP1
HMGN1	RPL7A
HMGN1	SH3BGRL
HMGN1	PGK1
HMGN1	RPS4X
HMGN1	RPL10A
HMGN1	WDR31
HMGN1	KDM6A
HMGN1	RPS16
HMGN1	RPS6KA3
HMGN1	RPS6
HMGN1	SUMO2
HMGN1	KCNB2
HMGN1	KCNQ3
HMGN1	SOD2
HMGN1	RPL32
HMGN1	SPDYE14
HMGN1	SPDYE9P
HMGN1	SNU13
HMGN1	RPL39L
HMGN1	RPL36A-HNRNPH2
HMGN1	TEX48
HMGN1	RACK1
HMGN1	RPL36A
HMGN1	RPS10-NUDT3
HMGN1	NPSR1
HMGN1	RPS10
HMGN1	RPL7L1
HMGN1	RSRC1
HMGN1	RPS27
HMGN1	NSA2
HMGN1	RPL10
HMGN1	RPSA
HMGN1	RPS4Y2
HMGN1	MRPS14
HMGN1	RPL17-C18orf32
HMGN1	RPS5
HMGN1	RPS29
HMGN1	RPL17
HMGN1	IFI35
HMGN1	RPL27
HMGN1	RPS13
HMGN1	RPS14
HMGN1	RPL26L1
HMGN1	RPL26
HMGN1	RPLP2
HMGN1	RPL14
HMGN1	RPL9
HMGN1	RPL13A
HMGN1	RPL28
HMGN1	RPL18
HMGN1	RPS9
HMGN1	UBA52
HMGN1	RPS7
HMGN1	RPL30
HMGN1	RPS20
HMGN1	RPS8
HMGN1	RPL36
HMGN1	RPL24
HMGN1	RPS25
HMGN1	RPL35A
HMGN1	RPLP0
HMGN1	RPL37A
HMGN1	RPL31
HMGN1	RPS28
HMGN1	RPS17
HMGN1	RPL34
HMGN1	RPS19
HMGN1	RPL6
HMGN1	RPS24
HMGN1	RPL23A
HMGN1	RPL23
HMGN1	RPL11
HMGN1	RPS18
HMGN1	RPS15
HMGN2	KCNQ1
HMGN2	RPL18A
HMGN2	RPL19
HMGN2	RPS12
HMGN2	RPS4Y1
HMGN2	RSAD1
HMGN2	RPL35
HMGN2	PEBP1
HMGN2	RPL8
HMGN2	RPL3L
HMGN2	RPS11
HMGN2	RPS27A
HMGN2	RPL37
HMGN2	RPS3
HMGN2	PARP8
HMGN2	MRNIP
HMGN2	RPL29
HMGN2	RPS23
HMGN2	RPL10L
HMGN2	MED1
HMGN2	RPL13
HMGN2	RPL15
HMGN2	RPL38
HMGN2	RPL4
HMGN2	RPS15A
HMGN2	RPS27L
HMGN2	KCND2
HMGN2	RPL7
HMGN2	RPS2
HMGN2	KCNQ5
HMGN2	RPS21
HMGN2	RPL3
HMGN2	RPL36AL
HMGN2	RPL27A
HMGN2	RPL21
HMGN2	RPLP1
HMGN2	RPS3A
HMGN2	RPL22L1
HMGN2	RPL22
HMGN2	RPS26
HMGN2	TPT1
HMGN2	NACA
HMGN2	KDM6A
HMGN2	THRB
HMGN2	KCNQ3
HMGN2	KCNB2
HMGN2	SOD2
HMGN2	SERBP1
HMGN2	SPDYE9P
HMGN2	SPDYE14
HMGN2	RPL32
HMGN2	SNU13
HMGN2	RPL39L
HMGN2	RPL36A-HNRNPH2
HMGN2	TEX48
HMGN2	RPL39
HMGN2	WDR31
HMGN2	RPL36A
HMGN2	RPS10-NUDT3
HMGN2	NSA2
HMGN2	NPSR1
HMGN2	RPL7L1
HMGN2	RSRC1
HMGN2	RPS10
HMGN2	RPS27
HMGN2	RPL10
HMGN2	RPL7A
HMGN2	RPS4Y2
HMGN2	RPSA
HMGN2	RACK1
HMGN2	RPS4X
HMGN2	MRPS14
HMGN2	RPS5
HMGN2	RPL17-C18orf32
HMGN2	RPS29
HMGN2	IFI35
HMGN2	RPL27
HMGN2	RPL26
HMGN2	RPS13
HMGN2	RPL10A
HMGN2	RPLP2
HMGN2	RPL14
HMGN2	RPL17
HMGN2	RPS14
HMGN2	RPL13A
HMGN2	RPL9
HMGN2	RPL26L1
HMGN2	RPL28
HMGN2	RPS16
HMGN2	RPL18
HMGN2	RPS9
HMGN2	UBA52
HMGN2	RPS7
HMGN2	RPL30
HMGN2	RPS20
HMGN2	RPL35A
HMGN2	RPS8
HMGN2	RPL36
HMGN2	RPL24
HMGN2	RPS25
HMGN2	RPL37A
HMGN2	RPS6
HMGN2	RPS28
HMGN2	RPLP0
HMGN2	RPL34
HMGN2	RPS17
HMGN2	RPL31
HMGN2	RPS19
HMGN2	RPS24
HMGN2	RPL6
HMGN2	RPL23
HMGN2	RPS18
HMGN2	RPL11
HMGN2	RPS15
HMGN2	RPL5
HMGN2	RPL23A
HNMT	SMYD3
HNMT	NPSR1
HNMT	JARID2
HNRNPA1	PABPN1
HNRNPA1	RPL19
HNRNPA1	RPS12
HNRNPA1	HSPE1
HNRNPA1	RBM39
HNRNPA1	SRSF1
HNRNPA1	RBM25
HNRNPA1	RPL8
HNRNPA1	XPO5
HNRNPA1	RPS11
HNRNPA1	RPS27A
HNRNPA1	RPS3
HNRNPA1	KHDRBS2
HNRNPA1	MBNL1
HNRNPA1	RPS23
HNRNPA1	NPM1
HNRNPA1	SRRM2
HNRNPA1	RPL13
HNRNPA1	RPL15
HNRNPA1	RPL4
HNRNPA1	NCL
HNRNPA1	RPS15A
HNRNPA1	HSPA5
HNRNPA1	PURA
HNRNPA1	HSP90AA1
HNRNPA1	RPL7
HNRNPA1	RPS19
HNRNPA1	RPL30
HNRNPA1	RPS10
HNRNPA1	RPS9
HNRNPA1	RPL11
HNRNPA1	RPL13A
HNRNPA1	RPS15
HNRNPA1	RPL27
HNRNPA1	YWHAZ
HNRNPA1	RTTN
HNRNPA1	PRKN
HNRNPA1	RPL7A
HNRNPA1	RPS14
HNRNPA1	RPS18
HNRNPA1	RPL35A
HNRNPA1	RPS13
HNRNPA1	RPS28
HNRNPA1	RPS24
HNRNPA1	RPL26
HNRNPA1	RPS7
HNRNPA1	SNU13
HNRNPA1	RPL23A
HNRNPA1	NAA10
HNRNPA1	RPL9
HNRNPA1	RPS21
HNRNPA1	RPL3
HNRNPA1	RPS4X
HNRNPA1	RBM5
HNRNPA1	KHDRBS3
HNRNPA1	RPL6
HNRNPA1	RPS5
HNRNPA1	RPL12
HNRNPA1	RPS16
HNRNPA1	RPL10A
HNRNPA1	SERBP1
HNRNPA1	RPS2
HNRNPA1	RPLP0
HNRNPA1	RPL27A
HNRNPA1	RPS8
HNRNPA1	RBFOX1
HNRNPA1	RPLP2
HNRNPA1	SRSF11
HNRNPA1	HSP90AB1
HNRNPA1	SUGP2
HNRNPA1	PPIA
HNRNPA1	SF1
HNRNPA1	RPS3A
HNRNPA1	PTMA
HNRNPA1	RPSA
HNRNPA1	RPS25
HNRNPA1	RACK1
HNRNPA1	TIA1
HNRNPA1	RPS6
HNRNPA1	RPL5
HNRNPA1	RPS20
HNRNPA1	SNRNP70
HNRNPA1	SRSF10
HNRNPA1	HNRNPDL
HNRNPA1	PCBP2
HNRNPA1	HNRNPA3
HNRNPA1	MATR3
HNRNPA1	SFPQ
HNRNPA1	HNRNPU
HNRNPA1	HNRNPK
HNRNPA1	HNRNPH1
HNRNPA1	HNRNPA2B1
HNRNPA2B1	PABPN1
HNRNPA2B1	RBM39
HNRNPA2B1	SRSF1
HNRNPA2B1	RBM25
HNRNPA2B1	RPL8
HNRNPA2B1	RPS11
HNRNPA2B1	RPS27A
HNRNPA2B1	RPS3
HNRNPA2B1	MBNL1
HNRNPA2B1	NRGN
HNRNPA2B1	RPS23
HNRNPA2B1	NPM1
HNRNPA2B1	HSP90B1
HNRNPA2B1	SRRM2
HNRNPA2B1	MAT2A
HNRNPA2B1	YWHAG
HNRNPA2B1	RPL4
HNRNPA2B1	NCL
HNRNPA2B1	RPS15A
HNRNPA2B1	HSPA5
HNRNPA2B1	MORF4L1
HNRNPA2B1	PURA
HNRNPA2B1	HSP90AA1
HNRNPA2B1	RPS2
HNRNPA2B1	RBM5
HNRNPA2B1	PTMA
HNRNPA2B1	RPL3
HNRNPA2B1	RPL27A
HNRNPA2B1	RPL21
HNRNPA2B1	RPS3A
HNRNPA2B1	RPS13
HNRNPA2B1	RPL5
HNRNPA2B1	PNISR
HNRNPA2B1	RPS7
HNRNPA2B1	PGK1
HNRNPA2B1	RPS9
HNRNPA2B1	RPS14
HNRNPA2B1	RPS18
HNRNPA2B1	RTTN
HNRNPA2B1	RPLP0
HNRNPA2B1	RPS4X
HNRNPA2B1	SNU13
HNRNPA2B1	RPL12
HNRNPA2B1	ZFP36
HNRNPA2B1	RPS28
HNRNPA2B1	SERBP1
HNRNPA2B1	NAA10
HNRNPA2B1	RPS19
HNRNPA2B1	RPS16
HNRNPA2B1	SUMO2
HNRNPA2B1	RPS8
HNRNPA2B1	LUC7L3
HNRNPA2B1	SF1
HNRNPA2B1	RPS25
HNRNPA2B1	RBFOX1
HNRNPA2B1	RPLP2
HNRNPA2B1	RACK1
HNRNPA2B1	RPSA
HNRNPA2B1	MBP
HNRNPA2B1	PPIA
HNRNPA2B1	YWHAZ
HNRNPA2B1	SRSF11
HNRNPA2B1	TIA1
HNRNPA2B1	RPS20
HNRNPA2B1	HSP90AB1
HNRNPA2B1	SRSF10
HNRNPA2B1	SNRNP70
HNRNPA2B1	MATR3
HNRNPA2B1	PCBP2
HNRNPA2B1	HNRNPDL
HNRNPA2B1	SFPQ
HNRNPA2B1	HNRNPA3
HNRNPA2B1	HNRNPU
HNRNPA2B1	HNRNPK
HNRNPA2B1	HNRNPH1
HNRNPA3	PABPN1
HNRNPA3	RBM39
HNRNPA3	SRSF1
HNRNPA3	RBM25
HNRNPA3	RPL8
HNRNPA3	RPS11
HNRNPA3	MBNL1
HNRNPA3	SRRM2
HNRNPA3	YWHAG
HNRNPA3	NCL
HNRNPA3	HSPA5
HNRNPA3	PURA
HNRNPA3	RPS2
HNRNPA3	PTMA
HNRNPA3	HNRNPH1
HNRNPA3	SFPQ
HNRNPA3	PCBP2
HNRNPA3	SRSF11
HNRNPA3	SERBP1
HNRNPA3	HSP90AB1
HNRNPA3	HNRNPK
HNRNPA3	SF1
HNRNPA3	RPS16
HNRNPA3	RPS13
HNRNPA3	RPS28
HNRNPA3	RPLP2
HNRNPA3	TIA1
HNRNPA3	RBFOX1
HNRNPA3	RPS20
HNRNPA3	YWHAZ
HNRNPA3	HNRNPDL
HNRNPA3	SNRNP70
HNRNPA3	MATR3
HNRNPA3	SRSF10
HNRNPA3	HNRNPU
HNRNPDL	PABPN1
HNRNPDL	RBM39
HNRNPDL	SRSF1
HNRNPDL	RBM25
HNRNPDL	MBNL1
HNRNPDL	LUC7L
HNRNPDL	NPM1
HNRNPDL	NCL
HNRNPDL	MORF4L1
HNRNPDL	PURA
HNRNPDL	HSP90AA1
HNRNPDL	RBM5
HNRNPDL	PTMA
HNRNPDL	HNRNPH1
HNRNPDL	SFPQ
HNRNPDL	PCBP2
HNRNPDL	RPL5
HNRNPDL	ZRANB2
HNRNPDL	SRSF11
HNRNPDL	HNRNPK
HNRNPDL	SF1
HNRNPDL	NGRN
HNRNPDL	LUC7L3
HNRNPDL	MATR3
HNRNPDL	RBFOX1
HNRNPDL	TIA1
HNRNPDL	SRSF10
HNRNPDL	RACK1
HNRNPDL	SNRNP70
HNRNPDL	PNISR
HNRNPDL	HNRNPU
HNRNPH1	PABPN1
HNRNPH1	RPL18A
HNRNPH1	RBM39
HNRNPH1	SRSF1
HNRNPH1	RBM25
HNRNPH1	RPS3
HNRNPH1	MBNL1
HNRNPH1	LUC7L
HNRNPH1	NPM1
HNRNPH1	HSP90B1
HNRNPH1	SRRM2
HNRNPH1	RPL4
HNRNPH1	NCL
HNRNPH1	HSPA5
HNRNPH1	PURA
HNRNPH1	HSP90AA1
HNRNPH1	PUM2
HNRNPH1	RBM5
HNRNPH1	RPL3
HNRNPH1	RPL27A
HNRNPH1	RBFOX1
HNRNPH1	HSP90AB1
HNRNPH1	RPS16
HNRNPH1	RPL12
HNRNPH1	TAB2
HNRNPH1	RPS6KA3
HNRNPH1	RPSA
HNRNPH1	RPLP0
HNRNPH1	NAA10
HNRNPH1	SERBP1
HNRNPH1	RPLP2
HNRNPH1	RPS20
HNRNPH1	SRSF11
HNRNPH1	TIA1
HNRNPH1	SF1
HNRNPH1	SRSF10
HNRNPH1	PCBP2
HNRNPH1	MATR3
HNRNPH1	SFPQ
HNRNPH1	SNRNP70
HNRNPH1	HNRNPK
HNRNPH1	HNRNPU
HNRNPK	PABPN1
HNRNPK	NEFM
HNRNPK	NFKB1
HNRNPK	NCK2
HNRNPK	RBM39
HNRNPK	SRSF1
HNRNPK	RBM25
HNRNPK	RPS3
HNRNPK	KHDRBS2
HNRNPK	MBNL1
HNRNPK	MAP1B
HNRNPK	NPM1
HNRNPK	SRRM2
HNRNPK	SRP9
HNRNPK	RPL4
HNRNPK	SCMH1
HNRNPK	NCL
HNRNPK	MORF4L1
HNRNPK	PURA
HNRNPK	HSP90AA1
HNRNPK	RBM5
HNRNPK	PTMA
HNRNPK	RPS3A
HNRNPK	KHDRBS3
HNRNPK	SFPQ
HNRNPK	PCBP2
HNRNPK	RPL12
HNRNPK	PRKN
HNRNPK	SRSF11
HNRNPK	HSP90AB1
HNRNPK	RPL7A
HNRNPK	YWHAB
HNRNPK	RPL26
HNRNPK	RPL6
HNRNPK	PPIA
HNRNPK	RPS16
HNRNPK	RACK1
HNRNPK	LYN
HNRNPK	NAA10
HNRNPK	RPSA
HNRNPK	RPL13A
HNRNPK	RPS28
HNRNPK	SNU13
HNRNPK	TIA1
HNRNPK	RPS20
HNRNPK	RPLP2
HNRNPK	YWHAZ
HNRNPK	SRSF10
HNRNPK	SUMO2
HNRNPK	SF1
HNRNPK	SNRNP70
HNRNPK	MATR3
HNRNPK	HNRNPU
HNRNPU	RPL18A
HNRNPU	RPL19
HNRNPU	RBM39
HNRNPU	SRSF1
HNRNPU	RBM25
HNRNPU	RPS11
HNRNPU	RPS3
HNRNPU	MBNL1
HNRNPU	NPM1
HNRNPU	HSP90B1
HNRNPU	SRRM2
HNRNPU	PDS5A
HNRNPU	SRP9
HNRNPU	NCL
HNRNPU	HSPA5
HNRNPU	MORF4L1
HNRNPU	HSP90AA1
HNRNPU	RPL7
HNRNPU	SFPQ
HNRNPU	PCBP2
HNRNPU	RPL5
HNRNPU	SRSF11
HNRNPU	SERBP1
HNRNPU	SF1
